Air Temperature,Humidity,pH,Conductivity,Lights Membership,Fans Membership,pH Membership,EC Membership,Lights Status,Fans Status,pH Control Status,EC Control Status
7,31,11.33,1.88,2.607997557997558,0.39200244200244194,0.36843896193430836,0.973274074074074,High,Off,Add Acid,No Action

7,31,11.33,1.88,2.607997557997558,0.39200244200244194,0.36843896193430836,0.973274074074074,High,Off,Add Acid,No Action

33,25,7.98,2.95,0.37418300653594766,0.37418300653594766,0.6049757815940091,1.569081620805759,Off,Off,No Action,Add Water

33,25,7.98,2.95,0.37418300653594766,0.37418300653594766,0.6049757815940091,1.569081620805759,Off,Off,No Action,Add Water

33,25,7.98,2.95,0.37418300653594766,0.37418300653594766,0.6049757815940091,1.569081620805759,Off,Off,No Action,Add Water

32,35,10.25,2.83,0.40497076023391815,0.40497076023391815,0.3956256921373201,1.559910675825795,Off,Off,Add Acid,Add Water

32,35,10.25,2.83,0.40497076023391815,0.40497076023391815,0.3956256921373201,1.559910675825795,Off,Off,Add Acid,Add Water

39,6,6.26,2.93,0.34444444444444444,0.34444444444444444,1.0269269588313412,1.5675686301718357,Off,Off,No Action,Add Water

39,6,6.26,2.93,0.34444444444444444,0.34444444444444444,1.0269269588313412,1.5675686301718357,Off,Off,No Action,Add Water

39,6,6.26,2.93,0.34444444444444444,0.34444444444444444,1.0269269588313412,1.5675686301718357,Off,Off,No Action,Add Water

4,56,5.76,4.63,2.0186046511627906,0.37142857142857144,1.542851171816689,1.6618545467327497,Medium,Off,Add Alkali,Add Water

4,56,5.76,4.63,2.0186046511627906,0.37142857142857144,1.542851171816689,1.6618545467327497,Medium,Off,Add Alkali,Add Water

41,12,13.09,3.28,0.34444444444444444,0.34444444444444444,0.33831858407079646,1.5930636413395034,Off,Off,Add Acid,Add Water

41,12,13.09,3.28,0.34444444444444444,0.34444444444444444,0.33831858407079646,1.5930636413395034,Off,Off,Add Acid,Add Water

41,12,13.09,3.28,0.34444444444444444,0.34444444444444444,0.33831858407079646,1.5930636413395034,Off,Off,Add Acid,Add Water

22,22,13.18,4.71,0.4442348008385744,0.4442348008385744,0.33742784070149795,1.6636363636363634,Off,Off,Add Acid,Add Water

22,22,13.18,4.71,0.4442348008385744,0.4442348008385744,0.33742784070149795,1.6636363636363634,Off,Off,Add Acid,Add Water

4,51,7.95,4.11,2.122884283246978,0.46351351351351344,0.7546952666544261,1.6426439814393592,Medium,Off,No Action,Add Water

4,51,7.95,4.11,2.122884283246978,0.46351351351351344,0.7546952666544261,1.6426439814393592,Medium,Off,No Action,Add Water

4,51,7.95,4.11,2.122884283246978,0.46351351351351344,0.7546952666544261,1.6426439814393592,Medium,Off,No Action,Add Water

31,52,2.54,4.0,0.45185185185185184,0.45185185185185184,1.634463412199261,1.63719422340112,Off,Off,Add Alkali,Add Water

31,52,2.54,4.0,0.45185185185185184,0.45185185185185184,1.634463412199261,1.63719422340112,Off,Off,Add Alkali,Add Water

34,64,12.83,2.03,0.37142857142857144,0.4,0.3413120009325639,0.9900740740740741,Off,Off,Add Acid,No Action

34,64,12.83,2.03,0.37142857142857144,0.4,0.3413120009325639,0.9900740740740741,Off,Off,Add Acid,No Action

9,80,10.29,4.55,2.591666666666667,0.5916666666666667,0.39453159041394337,1.6597186481386172,High,On,Add Acid,Add Water

9,80,10.29,4.55,2.591666666666667,0.5916666666666667,0.39453159041394337,1.6597186481386172,High,On,Add Acid,Add Water

9,80,10.29,4.55,2.591666666666667,0.5916666666666667,0.39453159041394337,1.6597186481386172,High,On,Add Acid,Add Water

8,61,9.44,4.29,2.006828391734052,0.4023767082590612,0.4189883012028341,1.6506161046900372,Medium,Off,Add Acid,Add Water

8,61,9.44,4.29,2.006828391734052,0.4023767082590612,0.4189883012028341,1.6506161046900372,Medium,Off,Add Acid,Add Water

27,65,12.88,2.95,0.40833333333333327,0.44154589371980674,0.3406896551724138,1.569081620805759,Off,Off,Add Acid,Add Water

27,65,12.88,2.95,0.40833333333333327,0.44154589371980674,0.3406896551724138,1.569081620805759,Off,Off,Add Acid,Add Water

27,65,12.88,2.95,0.40833333333333327,0.44154589371980674,0.3406896551724138,1.569081620805759,Off,Off,Add Acid,Add Water

10,59,1.39,2.64,2.0044223327805417,0.4222222222222223,1.6557006640558487,1.5449586993575457,Medium,Off,Add Alkali,Add Water

10,59,1.39,2.64,2.0044223327805417,0.4222222222222223,1.6557006640558487,1.5449586993575457,Medium,Off,Add Alkali,Add Water

35,28,1.88,2.86,0.38282828282828285,0.38282828282828285,1.6477134277134275,1.5622240467068054,Off,Off,Add Alkali,Add Water

35,28,1.88,2.86,0.38282828282828285,0.38282828282828285,1.6477134277134275,1.5622240467068054,Off,Off,Add Alkali,Add Water

35,28,1.88,2.86,0.38282828282828285,0.38282828282828285,1.6477134277134275,1.5622240467068054,Off,Off,Add Alkali,Add Water

42,37,7.68,1.74,0.4117411225658648,0.4117411225658648,0.9748980716253443,0.4584821428571429,Off,Off,No Action,Add Salts

42,37,7.68,1.74,0.4117411225658648,0.4117411225658648,0.9748980716253443,0.4584821428571429,Off,Off,No Action,Add Salts

18,44,12.16,2.05,1.7400797607178464,0.4367521367521368,0.35157078215901744,0.9927048260381592,Medium,Off,Add Acid,No Action

18,44,12.16,2.05,1.7400797607178464,0.4367521367521368,0.35157078215901744,0.9927048260381592,Medium,Off,Add Acid,No Action

18,44,12.16,2.05,1.7400797607178464,0.4367521367521368,0.35157078215901744,0.9927048260381592,Medium,Off,Add Acid,No Action

40,37,1.11,4.71,0.4117411225658648,0.4117411225658648,1.659432211848981,1.6636363636363634,Off,Off,Add Alkali,Add Water

40,37,1.11,4.71,0.4117411225658648,0.4117411225658648,1.659432211848981,1.6636363636363634,Off,Off,Add Alkali,Add Water

28,88,4.14,4.68,0.40165484633569737,0.5983451536643026,1.593401726938531,1.6630113514671234,Off,On,Add Alkali,Add Water

28,88,4.14,4.68,0.40165484633569737,0.5983451536643026,1.593401726938531,1.6630113514671234,Off,On,Add Alkali,Add Water

28,88,4.14,4.68,0.40165484633569737,0.5983451536643026,1.593401726938531,1.6630113514671234,Off,On,Add Alkali,Add Water

24,97,3.71,2.71,0.4294117647058823,0.5705882352941177,1.6054684095860565,1.5505259894137708,Off,On,Add Alkali,Add Water

24,97,3.71,2.71,0.4294117647058823,0.5705882352941177,1.6054684095860565,1.5505259894137708,Off,On,Add Alkali,Add Water

29,30,13.98,2.73,0.395169082125604,0.395169082125604,0.33333604666938,1.5521043153471619,Off,Off,Add Acid,Add Water

29,30,13.98,2.73,0.395169082125604,0.395169082125604,0.33333604666938,1.5521043153471619,Off,Off,Add Acid,Add Water

38,91,4.98,3.91,0.348048048048048,0.6519519519519519,1.5680880833134587,1.6324402961426554,Off,On,Add Alkali,Add Water

38,91,4.98,3.91,0.348048048048048,0.6519519519519519,1.5680880833134587,1.6324402961426554,Off,On,Add Alkali,Add Water

38,91,4.98,3.91,0.348048048048048,0.6519519519519519,1.5680880833134587,1.6324402961426554,Off,On,Add Alkali,Add Water

35,40,13.41,1.09,0.4222222222222223,0.4222222222222223,0.3355172846477194,0.392451609692989,Off,Off,Add Acid,Add Salts

35,40,13.41,1.09,0.4222222222222223,0.4222222222222223,0.3355172846477194,0.392451609692989,Off,Off,Add Acid,Add Salts

23,70,6.33,1.3,0.4404761904761905,0.5595238095238095,1.0247941787941786,0.41223155929038285,Off,On,No Action,Add Salts

23,70,6.33,1.3,0.4404761904761905,0.5595238095238095,1.0247941787941786,0.41223155929038285,Off,On,No Action,Add Salts

23,70,6.33,1.3,0.4404761904761905,0.5595238095238095,1.0247941787941786,0.41223155929038285,Off,On,No Action,Add Salts

29,25,4.12,4.98,0.395169082125604,0.395169082125604,1.5939773895169578,1.666650921114785,Off,Off,Add Alkali,Add Water

29,25,4.12,4.98,0.395169082125604,0.395169082125604,1.5939773895169578,1.666650921114785,Off,Off,Add Alkali,Add Water

19,63,5.27,3.93,1.224053422242661,0.471111111111111,1.5588819032095318,1.6335186311126553,Low,Off,Add Alkali,Add Water

19,63,5.27,3.93,1.224053422242661,0.471111111111111,1.5588819032095318,1.6335186311126553,Low,Off,Add Alkali,Add Water

19,63,5.27,3.93,1.224053422242661,0.471111111111111,1.5588819032095318,1.6335186311126553,Low,Off,Add Alkali,Add Water

12,41,12.01,2.53,2.0501557632398755,0.4257975797579758,0.35430955029397737,1.5360795393737023,Medium,Off,Add Acid,Add Water

12,41,12.01,2.53,2.0501557632398755,0.4257975797579758,0.35430955029397737,1.5360795393737023,Medium,Off,Add Acid,Add Water

30,72,8.39,4.54,0.4294117647058823,0.5705882352941177,0.4521811865110834,1.6594280240831965,Off,On,Add Acid,Add Water

30,72,8.39,4.54,0.4294117647058823,0.5705882352941177,0.4521811865110834,1.6594280240831965,Off,On,Add Acid,Add Water

30,72,8.39,4.54,0.4294117647058823,0.5705882352941177,0.4521811865110834,1.6594280240831965,Off,On,Add Acid,Add Water

14,35,1.04,1.24,2.017754868270332,0.40497076023391815,1.6602606017531392,0.40640623514875013,Medium,Off,Add Alkali,Add Salts

14,35,1.04,1.24,2.017754868270332,0.40497076023391815,1.6602606017531392,0.40640623514875013,Medium,Off,Add Alkali,Add Salts

35,20,2.42,4.35,0.3611111111111111,0.3611111111111111,1.6370619755333131,1.652986886838271,Off,Off,Add Alkali,Add Water

35,20,2.42,4.35,0.3611111111111111,0.3611111111111111,1.6370619755333131,1.652986886838271,Off,Off,Add Alkali,Add Water

35,20,2.42,4.35,0.3611111111111111,0.3611111111111111,1.6370619755333131,1.652986886838271,Off,Off,Add Alkali,Add Water

24,12,6.83,2.18,0.4294117647058823,0.4294117647058823,1.0074300100704934,1.0078048780487805,Off,Off,No Action,No Action

24,12,6.83,2.18,0.4294117647058823,0.4294117647058823,1.0074300100704934,1.0078048780487805,Off,Off,No Action,No Action

36,65,1.66,2.26,0.38888888888888884,0.4230769230769231,1.651514351699109,1.0140880503144654,Off,Off,Add Alkali,No Action

36,65,1.66,2.26,0.38888888888888884,0.4230769230769231,1.651514351699109,1.0140880503144654,Off,Off,Add Alkali,No Action

36,65,1.66,2.26,0.38888888888888884,0.4230769230769231,1.651514351699109,1.0140880503144654,Off,Off,Add Alkali,No Action

8,27,8.58,4.19,2.6048309178743967,0.395169082125604,0.4459642665439767,1.6463394987142548,High,Off,Add Acid,Add Water

8,27,8.58,4.19,2.6048309178743967,0.395169082125604,0.4459642665439767,1.6463394987142548,High,Off,Add Acid,Add Water

12,37,11.37,4.42,2.050809061488674,0.4117411225658648,0.36753646837758985,1.6555555555555554,Medium,Off,Add Acid,Add Water

12,37,11.37,4.42,2.050809061488674,0.4117411225658648,0.36753646837758985,1.6555555555555554,Medium,Off,Add Acid,Add Water

26,80,5.89,2.56,0.41519274376417237,0.5848072562358276,1.538504931840851,1.5385165095354945,Off,On,Add Alkali,Add Water

26,80,5.89,2.56,0.41519274376417237,0.5848072562358276,1.538504931840851,1.5385165095354945,Off,On,Add Alkali,Add Water

26,80,5.89,2.56,0.41519274376417237,0.5848072562358276,1.538504931840851,1.5385165095354945,Off,On,Add Alkali,Add Water

23,42,4.87,3.86,0.4367521367521368,0.4367521367521368,1.5715212420267184,1.6296915898486397,Off,Off,Add Alkali,Add Water

23,42,4.87,3.86,0.4367521367521368,0.4367521367521368,1.5715212420267184,1.6296915898486397,Off,Off,Add Alkali,Add Water

39,47,11.77,3.77,0.4480269989615784,0.4480269989615784,0.3589893205386163,1.624560964070023,Off,Off,Add Acid,Add Water

39,47,11.77,3.77,0.4480269989615784,0.4480269989615784,0.3589893205386163,1.624560964070023,Off,Off,Add Acid,Add Water

39,47,11.77,3.77,0.4480269989615784,0.4480269989615784,0.3589893205386163,1.624560964070023,Off,Off,Add Acid,Add Water

40,77,3.6,2.76,0.4033068783068783,0.5966931216931217,1.6084456424079066,1.5544612907554005,Off,On,Add Alkali,Add Water

40,77,3.6,2.76,0.4033068783068783,0.5966931216931217,1.6084456424079066,1.5544612907554005,Off,On,Add Alkali,Add Water

22,43,3.4,2.0,0.4442348008385744,0.4442348008385744,1.6137362637362636,0.9863547758284601,Off,Off,Add Alkali,No Action

22,43,3.4,2.0,0.4442348008385744,0.4442348008385744,1.6137362637362636,0.9863547758284601,Off,Off,Add Alkali,No Action

22,43,3.4,2.0,0.4442348008385744,0.4442348008385744,1.6137362637362636,0.9863547758284601,Off,Off,Add Alkali,No Action

38,68,13.23,4.29,0.45185185185185184,0.5,0.33696696696696693,1.6506161046900372,Off,On,Add Acid,Add Water

38,68,13.23,4.29,0.45185185185185184,0.5,0.33696696696696693,1.6506161046900372,Off,On,Add Acid,Add Water

8,38,2.47,2.58,2.5848072562358277,0.41519274376417237,1.6359888369286468,1.5401348198081413,High,Off,Add Alkali,Add Water

8,38,2.47,2.58,2.5848072562358277,0.41519274376417237,1.6359888369286468,1.5401348198081413,High,Off,Add Alkali,Add Water

8,38,2.47,2.58,2.5848072562358277,0.41519274376417237,1.6359888369286468,1.5401348198081413,High,Off,Add Alkali,Add Water

22,67,1.93,1.07,0.4442348008385744,0.487315212207916,1.6468037114061749,0.39066145911571776,Off,Off,Add Alkali,Add Salts

22,67,1.93,1.07,0.4442348008385744,0.487315212207916,1.6468037114061749,0.39066145911571776,Off,Off,Add Alkali,Add Salts

22,20,3.97,1.18,0.4442348008385744,0.4442348008385744,1.5982510743586404,0.4007162214479288,Off,Off,Add Alkali,Add Salts

22,20,3.97,1.18,0.4442348008385744,0.4442348008385744,1.5982510743586404,0.4007162214479288,Off,Off,Add Alkali,Add Salts

22,20,3.97,1.18,0.4442348008385744,0.4442348008385744,1.5982510743586404,0.4007162214479288,Off,Off,Add Alkali,Add Salts

10,66,6.77,3.46,2.038277511961722,0.46075433231396545,1.009797516714422,1.6052707880294086,Medium,Off,No Action,Add Water

10,66,6.77,3.46,2.038277511961722,0.46075433231396545,1.009797516714422,1.6052707880294086,Medium,Off,No Action,Add Water

26,17,13.91,4.07,0.41519274376417237,0.41519274376417237,0.3333877359124185,1.6407100627232076,Off,Off,Add Acid,Add Water

26,17,13.91,4.07,0.41519274376417237,0.41519274376417237,0.3333877359124185,1.6407100627232076,Off,Off,Add Acid,Add Water

26,17,13.91,4.07,0.41519274376417237,0.41519274376417237,0.3333877359124185,1.6407100627232076,Off,Off,Add Acid,Add Water

37,90,7.38,3.11,0.35204678362573094,0.647953216374269,0.9846971235194586,1.5809492957070526,Off,On,No Action,Add Water

37,90,7.38,3.11,0.35204678362573094,0.647953216374269,0.9846971235194586,1.5809492957070526,Off,On,No Action,Add Water

25,92,11.17,2.52,0.4222222222222223,0.5777777777777777,0.3721305042871676,1.5352647096526084,Off,On,Add Acid,Add Water

25,92,11.17,2.52,0.4222222222222223,0.5777777777777777,0.3721305042871676,1.5352647096526084,Off,On,Add Acid,Add Water

25,92,11.17,2.52,0.4222222222222223,0.5777777777777777,0.3721305042871676,1.5352647096526084,Off,On,Add Acid,Add Water

26,35,1.84,2.03,0.41519274376417237,0.41519274376417237,1.6484292178409825,0.9900740740740741,Off,Off,Add Alkali,No Action

26,35,1.84,2.03,0.41519274376417237,0.41519274376417237,1.6484292178409825,0.9900740740740741,Off,Off,Add Alkali,No Action

2,11,2.57,4.04,2.657198748043819,0.3428012519561815,1.633801562422252,1.6392233934846046,High,Off,Add Alkali,Add Water

2,11,2.57,4.04,2.657198748043819,0.3428012519561815,1.633801562422252,1.6392233934846046,High,Off,Add Alkali,Add Water

24,11,8.0,4.8,0.4294117647058823,0.4294117647058823,0.4652014652014651,1.6651835372636263,Off,Off,Add Acid,Add Water

24,11,8.0,4.8,0.4294117647058823,0.4294117647058823,0.4652014652014651,1.6651835372636263,Off,Off,Add Acid,Add Water

24,11,8.0,4.8,0.4294117647058823,0.4294117647058823,0.4652014652014651,1.6651835372636263,Off,Off,Add Acid,Add Water

43,92,4.48,4.85,0.34444444444444444,0.6555555555555554,1.5834146341463413,1.6658187299792726,Off,On,Add Alkali,Add Water

43,92,4.48,4.85,0.34444444444444444,0.6555555555555554,1.5834146341463413,1.6658187299792726,Off,On,Add Alkali,Add Water

37,80,12.86,3.01,0.38888888888888884,0.611111111111111,0.34093600093600096,1.5735820228944832,Off,On,Add Acid,Add Water

37,80,12.86,3.01,0.38888888888888884,0.611111111111111,0.34093600093600096,1.5735820228944832,Off,On,Add Acid,Add Water

37,80,12.86,3.01,0.38888888888888884,0.611111111111111,0.34093600093600096,1.5735820228944832,Off,On,Add Acid,Add Water

12,89,8.3,4.61,2.0509803921568626,0.5916666666666667,0.45515560554930634,1.6613527582713203,Medium,On,Add Acid,Add Water

12,89,8.3,4.61,2.0509803921568626,0.5916666666666667,0.45515560554930634,1.6613527582713203,Medium,On,Add Acid,Add Water

13,84,2.25,2.74,2.0363636363636366,0.6285714285714287,1.640604890604891,1.5528913837654816,Medium,On,Add Alkali,Add Water

13,84,2.25,2.74,2.0363636363636366,0.6285714285714287,1.640604890604891,1.5528913837654816,Medium,On,Add Alkali,Add Water

13,84,2.25,2.74,2.0363636363636366,0.6285714285714287,1.640604890604891,1.5528913837654816,Medium,On,Add Alkali,Add Water

2,45,9.0,3.58,2.5595238095238098,0.4404761904761905,0.4325396825396825,1.6130161770966365,High,Off,Add Acid,Add Water

2,45,9.0,3.58,2.5595238095238098,0.4404761904761905,0.4325396825396825,1.6130161770966365,High,Off,Add Acid,Add Water

8,23,6.82,2.23,2.6048309178743967,0.395169082125604,1.0078323353293415,1.0118384879725089,High,Off,No Action,No Action

8,23,6.82,2.23,2.6048309178743967,0.395169082125604,1.0078323353293415,1.0118384879725089,High,Off,No Action,No Action

8,23,6.82,2.23,2.6048309178743967,0.395169082125604,1.0078323353293415,1.0118384879725089,High,Off,No Action,No Action

16,46,13.94,2.04,1.888902760438341,0.4442348008385744,0.33335761500067446,0.9913725490196079,Medium,Off,Add Acid,No Action

16,46,13.94,2.04,1.888902760438341,0.4442348008385744,0.33335761500067446,0.9913725490196079,Medium,Off,Add Acid,No Action

8,96,5.67,2.31,2.6048309178743967,0.6048309178743962,1.5458379373848987,1.5178767503546973,High,On,Add Alkali,Add Water

8,96,5.67,2.31,2.6048309178743967,0.6048309178743962,1.5458379373848987,1.5178767503546973,High,On,Add Alkali,Add Water

8,96,5.67,2.31,2.6048309178743967,0.6048309178743962,1.5458379373848987,1.5178767503546973,High,On,Add Alkali,Add Water

13,24,7.06,1.53,2.0363636363636366,0.37142857142857144,0.9972348993288591,0.4356946084218811,Medium,Off,No Action,Add Salts

13,24,7.06,1.53,2.0363636363636366,0.37142857142857144,0.9972348993288591,0.4356946084218811,Medium,Off,No Action,Add Salts

33,8,10.71,1.42,0.37142857142857144,0.37142857142857144,0.3834240362811791,0.42426046176046167,Off,Off,Add Acid,Add Salts

33,8,10.71,1.42,0.37142857142857144,0.37142857142857144,0.3834240362811791,0.42426046176046167,Off,Off,Add Acid,Add Salts

33,8,10.71,1.42,0.37142857142857144,0.37142857142857144,0.3834240362811791,0.42426046176046167,Off,Off,Add Acid,Add Salts

2,56,2.38,3.53,2.0186046511627906,0.37142857142857144,1.637910447761194,1.6098292958783769,Medium,Off,Add Alkali,Add Water

2,56,2.38,3.53,2.0186046511627906,0.37142857142857144,1.637910447761194,1.6098292958783769,Medium,Off,Add Alkali,Add Water

18,4,5.17,1.81,1.8029478458049886,0.40833333333333327,1.5620812301913372,0.6785777522630565,Medium,Off,Add Alkali,No Action

18,4,5.17,1.81,1.8029478458049886,0.40833333333333327,1.5620812301913372,0.6785777522630565,Medium,Off,Add Alkali,No Action

20,58,13.72,3.01,0.4595959595959596,0.4595959595959596,0.33384615384615385,1.5735820228944832,Off,Off,Add Acid,Add Water

20,58,13.72,3.01,0.4595959595959596,0.4595959595959596,0.33384615384615385,1.5735820228944832,Off,Off,Add Acid,Add Water

20,58,13.72,3.01,0.4595959595959596,0.4595959595959596,0.33384615384615385,1.5735820228944832,Off,Off,Add Acid,Add Water

36,82,8.56,4.79,0.37988505747126433,0.6201149425287356,0.44661460725769403,1.665036774217393,Off,On,Add Acid,Add Water

36,82,8.56,4.79,0.37988505747126433,0.6201149425287356,0.44661460725769403,1.665036774217393,Off,On,Add Acid,Add Water

23,38,13.67,3.7,0.4367521367521368,0.4367521367521368,0.33404079776521794,1.6204159824849478,Off,Off,Add Acid,Add Water

23,38,13.67,3.7,0.4367521367521368,0.4367521367521368,0.33404079776521794,1.6204159824849478,Off,Off,Add Acid,Add Water

23,38,13.67,3.7,0.4367521367521368,0.4367521367521368,0.33404079776521794,1.6204159824849478,Off,Off,Add Acid,Add Water

16,9,5.66,3.5,1.9502020767269788,0.34444444444444444,1.546168660197096,1.6078892371995819,Medium,Off,Add Alkali,Add Water

16,9,5.66,3.5,1.9502020767269788,0.34444444444444444,1.546168660197096,1.6078892371995819,Medium,Off,Add Alkali,Add Water

15,91,8.42,3.52,1.9999999999999998,0.6528911564625849,0.45119388295858887,1.6091849052642628,Medium,On,Add Acid,Add Water

15,91,8.42,3.52,1.9999999999999998,0.6528911564625849,0.45119388295858887,1.6091849052642628,Medium,On,Add Acid,Add Water

15,91,8.42,3.52,1.9999999999999998,0.6528911564625849,0.45119388295858887,1.6091849052642628,Medium,On,Add Acid,Add Water

38,72,8.48,2.67,0.4294117647058823,0.5705882352941177,0.44922561996044424,1.5473528054328476,Off,On,Add Acid,Add Water

38,72,8.48,2.67,0.4294117647058823,0.5705882352941177,0.44922561996044424,1.5473528054328476,Off,On,Add Acid,Add Water

0,37,7.96,2.3,2.588258877434135,0.4117411225658648,0.7108924046863048,1.517036124794712,High,Off,No Action,Add Water

0,37,7.96,2.3,2.588258877434135,0.4117411225658648,0.7108924046863048,1.517036124794712,High,Off,No Action,Add Water

0,37,7.96,2.3,2.588258877434135,0.4117411225658648,0.7108924046863048,1.517036124794712,High,Off,No Action,Add Water

7,31,5.45,1.85,2.607997557997558,0.39200244200244194,1.5530598584815452,0.9703004891684137,High,Off,Add Alkali,No Action

7,31,5.45,1.85,2.607997557997558,0.39200244200244194,1.5530598584815452,0.9703004891684137,High,Off,Add Alkali,No Action

27,12,13.26,1.83,0.40833333333333327,0.40833333333333327,0.33670235019072225,0.9141301251287447,Off,Off,Add Acid,No Action

27,12,13.26,1.83,0.40833333333333327,0.40833333333333327,0.33670235019072225,0.9141301251287447,Off,Off,Add Acid,No Action

27,12,13.26,1.83,0.40833333333333327,0.40833333333333327,0.33670235019072225,0.9141301251287447,Off,Off,Add Acid,No Action

44,86,7.3,1.12,0.36358024691358026,0.6364197530864197,0.9875675675675677,0.3951690821256038,Off,On,No Action,Add Salts

44,86,7.3,1.12,0.36358024691358026,0.6364197530864197,0.9875675675675677,0.3951690821256038,Off,On,No Action,Add Salts

30,24,9.63,4.92,0.38888888888888884,0.38888888888888884,0.41331364911839846,1.6664198102291137,Off,Off,Add Acid,Add Water

30,24,9.63,4.92,0.38888888888888884,0.38888888888888884,0.41331364911839846,1.6664198102291137,Off,Off,Add Acid,Add Water

30,24,9.63,4.92,0.38888888888888884,0.38888888888888884,0.41331364911839846,1.6664198102291137,Off,Off,Add Acid,Add Water

43,47,1.56,2.35,0.4480269989615784,0.4480269989615784,1.6531286159323542,1.5212281246764003,Off,Off,Add Alkali,Add Water

43,47,1.56,2.35,0.4480269989615784,0.4480269989615784,1.6531286159323542,1.5212281246764003,Off,Off,Add Alkali,Add Water

38,93,6.91,3.0,0.348048048048048,0.6519519519519519,1.004084690553746,1.5728360309641098,Off,On,No Action,Add Water

38,93,6.91,3.0,0.348048048048048,0.6519519519519519,1.004084690553746,1.5728360309641098,Off,On,No Action,Add Water

22,1,12.98,3.85,0.4442348008385744,0.4442348008385744,0.3395107469421684,1.6291329643820065,Off,Off,Add Acid,Add Water

22,1,12.98,3.85,0.4442348008385744,0.4442348008385744,0.3395107469421684,1.6291329643820065,Off,Off,Add Acid,Add Water

